,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Bank deposit(target)
8197,52,self-employed,single,tertiary,no,1623.0,yes,no,unknown,5,jun,0,17,-1,0,unknown,no
8198,52,unknown,married,unknown,no,1317.0,no,no,unknown,12,jun,0,1,-1,0,unknown,no
8199,52,entrepreneur,married,primary,no,592.0,no,no,cellular,21,jul,2,2,-1,0,unknown,no
8200,52,technician,married,secondary,no,118.0,no,no,cellular,28,aug,0,20,-1,0,unknown,no
8201,52,technician,married,secondary,no,1818.0,no,yes,cellular,17,nov,3,2,111,4,failure,no
8202,52,technician,married,tertiary,no,2557.0,no,no,cellular,28,jan,2,5,204,2,success,yes
8203,52,management,married,tertiary,no,-1224.0,yes,no,cellular,7,may,4,4,-1,0,unknown,no
8204,52,management,married,tertiary,no,575.0,no,no,unknown,3,jun,5,1,-1,0,unknown,no
8205,52,admin.,single,primary,no,0.0,no,no,unknown,19,may,3,11,-1,0,unknown,no
8206,52,self-employed,married,secondary,no,9.0,no,yes,unknown,6,jun,0,1,-1,0,unknown,no
8207,52,services,married,secondary,no,2072.0,no,no,cellular,10,jul,3,1,-1,0,unknown,no
8208,52,management,married,secondary,no,-588.0,yes,no,cellular,22,jul,1,4,-1,0,unknown,no
8209,52,blue-collar,divorced,primary,no,-97.0,yes,yes,unknown,9,may,2,4,-1,0,unknown,no
8210,52,technician,married,secondary,no,11.0,yes,no,unknown,13,may,7,1,-1,0,unknown,no
8211,52,admin.,married,secondary,no,0.0,no,no,cellular,22,apr,1,2,275,1,failure,no
8212,52,technician,divorced,secondary,no,280.0,no,no,cellular,14,jul,6,5,-1,0,unknown,no
8213,52,services,single,secondary,no,1810.0,no,no,telephone,19,nov,1,1,-1,0,unknown,no
8214,52,blue-collar,married,primary,no,2.0,no,no,unknown,9,jun,1,3,-1,0,unknown,no
8215,52,unemployed,married,secondary,no,-9.0,no,no,unknown,9,jun,2,1,-1,0,unknown,no
8216,52,blue-collar,married,secondary,no,2087.0,yes,no,cellular,31,aug,4,1,474,1,failure,yes
8217,52,management,married,secondary,no,428.0,yes,no,unknown,30,may,2,1,-1,0,unknown,no
8218,52,services,divorced,secondary,no,238.0,yes,no,cellular,6,may,1,1,362,5,other,no
8219,52,admin.,married,secondary,no,693.0,no,no,unknown,12,jun,4,1,-1,0,unknown,no
8220,52,unknown,married,primary,no,247.0,no,no,cellular,29,jul,4,6,-1,0,unknown,no
8221,52,technician,single,tertiary,no,1308.0,yes,no,unknown,29,may,6,1,-1,0,unknown,no
8222,52,blue-collar,married,primary,no,36.0,no,no,cellular,13,aug,1,2,-1,0,unknown,no
8223,52,entrepreneur,married,secondary,no,0.0,no,no,cellular,7,aug,1,2,-1,0,unknown,no
8224,52,admin.,married,secondary,no,199.0,no,no,cellular,28,jan,16,2,189,1,other,no
8225,52,housemaid,married,secondary,no,14363.0,no,no,unknown,5,jun,2,1,-1,0,unknown,no
8226,52,unemployed,married,primary,no,-110.0,no,yes,cellular,29,jan,2,1,-1,0,unknown,no
8227,52,management,single,tertiary,no,83.0,no,no,cellular,26,aug,20,6,-1,0,unknown,yes
8228,52,technician,married,secondary,no,64.0,no,no,telephone,29,aug,0,2,-1,0,unknown,no
8229,52,retired,married,secondary,no,424.0,no,no,cellular,19,nov,2,1,154,3,failure,no
8230,52,retired,married,secondary,no,603.0,no,yes,unknown,9,jun,1,1,-1,0,unknown,no
8231,52,blue-collar,married,secondary,no,161.0,yes,no,unknown,13,may,4,2,-1,0,unknown,no
8232,52,admin.,married,secondary,no,395.0,yes,no,unknown,15,may,6,3,-1,0,unknown,no
8233,52,blue-collar,married,primary,no,1331.0,yes,no,cellular,29,jul,3,2,-1,0,unknown,no
8234,52,blue-collar,divorced,primary,no,1758.0,yes,no,unknown,15,may,0,1,-1,0,unknown,no
8235,52,admin.,single,unknown,no,2227.0,no,no,cellular,24,feb,4,2,-1,0,unknown,yes
8236,52,unemployed,married,primary,no,20.0,yes,no,telephone,28,jan,2,1,-1,0,unknown,no
8237,52,retired,single,secondary,no,316.0,no,no,cellular,12,may,7,3,-1,0,unknown,no
8238,52,blue-collar,married,primary,no,1141.0,yes,no,cellular,12,may,0,5,-1,0,unknown,no
8239,52,technician,married,tertiary,no,0.0,no,no,cellular,9,aug,2,3,94,4,success,no
8240,52,management,married,secondary,no,335.0,no,no,cellular,21,oct,6,1,182,1,failure,yes
8241,52,management,single,tertiary,no,4.0,no,yes,cellular,28,jul,0,9,-1,0,unknown,no
8242,52,blue-collar,married,primary,no,-133.0,no,no,unknown,5,jun,1,2,-1,0,unknown,no
8243,52,admin.,divorced,secondary,no,98.0,no,yes,unknown,19,jun,2,1,-1,0,unknown,no
8244,52,entrepreneur,married,secondary,no,113.0,yes,yes,unknown,5,may,2,1,-1,0,unknown,no
8245,52,blue-collar,married,primary,no,128.0,yes,no,unknown,5,may,3,1,-1,0,unknown,no
8246,52,technician,married,tertiary,no,7.0,no,yes,unknown,5,may,2,1,-1,0,unknown,no
8247,52,blue-collar,married,secondary,no,782.0,yes,no,unknown,5,may,1,3,-1,0,unknown,no
8248,52,management,married,tertiary,no,271.0,yes,no,unknown,5,may,1,1,-1,0,unknown,no
8249,52,technician,married,unknown,no,7.0,no,no,unknown,6,may,3,2,-1,0,unknown,no
8250,52,blue-collar,divorced,primary,no,55.0,yes,yes,unknown,6,may,3,1,-1,0,unknown,no
8251,52,admin.,married,secondary,no,484.0,yes,no,unknown,6,may,2,1,-1,0,unknown,no
8252,52,admin.,married,secondary,no,1236.0,yes,no,unknown,6,may,4,1,-1,0,unknown,no
8253,52,blue-collar,married,secondary,no,3165.0,no,no,unknown,6,may,0,1,-1,0,unknown,no
8254,52,technician,married,unknown,no,0.0,no,no,unknown,6,may,3,1,-1,0,unknown,no
8255,52,entrepreneur,married,tertiary,no,-184.0,yes,yes,unknown,6,may,6,2,-1,0,unknown,no
8256,52,services,married,secondary,no,660.0,no,no,unknown,6,may,3,2,-1,0,unknown,no
8257,52,blue-collar,divorced,primary,yes,-183.0,yes,no,unknown,6,may,2,1,-1,0,unknown,no
8258,52,blue-collar,married,primary,no,58.0,yes,no,unknown,6,may,3,3,-1,0,unknown,no
8259,52,self-employed,married,secondary,no,273.0,no,no,unknown,7,may,3,1,-1,0,unknown,no
8260,52,admin.,single,secondary,no,545.0,yes,no,unknown,7,may,4,1,-1,0,unknown,no
8262,52,admin.,married,secondary,no,31.0,yes,no,unknown,7,may,2,1,-1,0,unknown,no
8263,52,admin.,married,primary,no,270.0,yes,no,unknown,7,may,4,2,-1,0,unknown,no
8264,52,blue-collar,married,tertiary,no,297.0,yes,no,unknown,7,may,0,1,-1,0,unknown,no
8265,52,services,divorced,secondary,no,220.0,yes,no,unknown,7,may,2,3,-1,0,unknown,no
8267,52,blue-collar,divorced,primary,no,196.0,yes,no,unknown,7,may,1,3,-1,0,unknown,no
8268,52,technician,single,secondary,no,-181.0,yes,no,unknown,7,may,1,2,-1,0,unknown,no
8269,52,technician,married,unknown,no,133.0,yes,no,unknown,7,may,4,8,-1,0,unknown,no
8270,52,blue-collar,divorced,primary,no,-57.0,yes,no,unknown,7,may,1,3,-1,0,unknown,no
8271,52,blue-collar,married,secondary,no,46.0,yes,no,unknown,8,may,2,1,-1,0,unknown,no
8272,52,technician,married,secondary,no,291.0,no,no,unknown,8,may,2,1,-1,0,unknown,no
8273,52,management,single,tertiary,yes,0.0,no,no,unknown,8,may,1,1,-1,0,unknown,no
8274,52,blue-collar,married,secondary,no,557.0,no,no,unknown,8,may,1,3,-1,0,unknown,no
8275,52,blue-collar,married,secondary,no,-17.0,yes,no,unknown,8,may,0,3,-1,0,unknown,no
8276,52,management,divorced,secondary,no,123.0,no,no,unknown,8,may,5,2,-1,0,unknown,no
8277,52,self-employed,single,tertiary,no,458.0,yes,yes,unknown,9,may,2,5,-1,0,unknown,no
8278,52,services,divorced,primary,no,146.0,yes,no,unknown,9,may,1,1,-1,0,unknown,no
8280,52,management,married,primary,no,226.0,yes,no,unknown,9,may,1,4,-1,0,unknown,no
8281,52,blue-collar,single,primary,no,210.0,yes,no,unknown,12,may,2,1,-1,0,unknown,no
8282,52,services,divorced,primary,no,111.0,yes,no,unknown,12,may,2,2,-1,0,unknown,no
8283,52,admin.,divorced,secondary,no,944.0,yes,no,unknown,12,may,3,3,-1,0,unknown,no
8284,52,services,married,tertiary,no,1135.0,yes,yes,unknown,13,may,8,5,-1,0,unknown,no
8285,52,blue-collar,married,secondary,no,148.0,yes,no,unknown,13,may,1,1,-1,0,unknown,no
8286,52,services,married,secondary,no,3241.0,yes,no,unknown,13,may,1,1,-1,0,unknown,no
8287,52,admin.,divorced,secondary,no,131.0,yes,yes,unknown,13,may,2,1,-1,0,unknown,no
8288,52,services,divorced,secondary,no,1635.0,yes,no,unknown,13,may,12,1,-1,0,unknown,no
8290,52,management,married,unknown,no,2240.0,yes,no,unknown,13,may,14,1,-1,0,unknown,yes
8291,52,technician,divorced,secondary,no,1161.0,yes,no,unknown,13,may,4,1,-1,0,unknown,no
8292,52,admin.,divorced,secondary,no,26.0,yes,no,unknown,13,may,3,1,-1,0,unknown,no
8293,52,entrepreneur,married,unknown,no,0.0,yes,no,unknown,13,may,2,2,-1,0,unknown,no
8295,52,admin.,single,secondary,no,3348.0,yes,no,unknown,14,may,6,4,-1,0,unknown,no
8296,52,technician,married,secondary,no,0.0,no,no,unknown,14,may,1,2,-1,0,unknown,no
8297,52,technician,married,secondary,no,0.0,yes,yes,unknown,14,may,1,2,-1,0,unknown,no
8298,52,housemaid,married,secondary,no,3923.0,yes,no,unknown,14,may,15,3,-1,0,unknown,yes
8299,52,management,married,tertiary,no,258.0,no,no,unknown,14,may,3,1,-1,0,unknown,no
8300,52,management,married,secondary,no,478.0,yes,no,unknown,14,may,1,2,-1,0,unknown,no
8301,52,blue-collar,single,secondary,no,1541.0,yes,no,unknown,14,may,4,1,-1,0,unknown,no
8302,52,services,married,secondary,no,2257.0,yes,no,unknown,14,may,3,1,-1,0,unknown,no
8303,52,entrepreneur,married,tertiary,no,618.0,yes,yes,unknown,14,may,2,2,-1,0,unknown,no
8304,52,blue-collar,single,primary,no,2024.0,yes,no,unknown,14,may,5,1,-1,0,unknown,no
8305,52,services,married,secondary,no,989.0,yes,no,unknown,14,may,4,2,-1,0,unknown,no
8306,52,management,married,tertiary,no,601.0,yes,no,unknown,14,may,4,2,-1,0,unknown,no
8307,52,technician,married,secondary,no,598.0,no,no,unknown,14,may,4,2,-1,0,unknown,no
8308,52,technician,divorced,primary,no,1500.0,no,no,unknown,15,may,2,3,-1,0,unknown,no
8309,52,technician,married,secondary,no,5006.0,yes,no,unknown,15,may,1,1,-1,0,unknown,no
8312,52,admin.,married,secondary,no,225.0,yes,no,unknown,15,may,2,1,-1,0,unknown,no
8314,52,blue-collar,married,secondary,no,665.0,yes,no,unknown,15,may,0,4,-1,0,unknown,no
8315,52,blue-collar,married,primary,no,1079.0,yes,no,unknown,15,may,4,7,-1,0,unknown,no
8316,52,blue-collar,married,primary,no,4015.0,yes,no,unknown,15,may,8,2,-1,0,unknown,no
8317,52,blue-collar,married,secondary,no,2206.0,yes,no,unknown,15,may,14,5,-1,0,unknown,no
8319,52,blue-collar,married,primary,no,238.0,yes,no,unknown,15,may,12,5,-1,0,unknown,no
8320,52,technician,divorced,secondary,no,409.0,yes,no,unknown,15,may,1,7,-1,0,unknown,no
8323,52,technician,single,secondary,no,36.0,yes,no,unknown,16,may,5,1,-1,0,unknown,no
8324,52,technician,married,secondary,no,420.0,no,no,unknown,16,may,1,4,-1,0,unknown,no
8325,52,blue-collar,married,primary,no,1007.0,yes,no,unknown,16,may,4,2,-1,0,unknown,no
8326,52,self-employed,married,secondary,no,1066.0,yes,no,unknown,16,may,1,3,-1,0,unknown,no
8327,52,admin.,divorced,secondary,no,-342.0,no,no,unknown,19,may,2,1,-1,0,unknown,no
8329,52,entrepreneur,divorced,tertiary,no,81.0,yes,no,unknown,19,may,3,3,-1,0,unknown,no
8330,52,self-employed,married,secondary,no,6353.0,yes,yes,unknown,19,may,6,2,-1,0,unknown,no
8331,52,admin.,single,secondary,no,-346.0,yes,yes,unknown,19,may,2,3,-1,0,unknown,no
8332,52,blue-collar,married,secondary,no,157.0,yes,yes,unknown,19,may,1,2,-1,0,unknown,no
8334,52,services,married,secondary,no,2420.0,yes,no,unknown,19,may,3,3,-1,0,unknown,no
8335,52,blue-collar,married,secondary,no,2231.0,yes,yes,unknown,19,may,7,4,-1,0,unknown,no
8336,52,services,married,unknown,no,337.0,yes,no,unknown,19,may,1,3,-1,0,unknown,no
8337,52,blue-collar,married,primary,no,522.0,yes,no,unknown,19,may,4,2,-1,0,unknown,no
8338,52,blue-collar,divorced,primary,no,0.0,yes,yes,unknown,20,may,0,1,-1,0,unknown,no
8339,52,services,married,secondary,no,0.0,yes,no,unknown,20,may,6,5,-1,0,unknown,no
8341,52,admin.,married,secondary,no,1933.0,yes,no,unknown,21,may,2,4,-1,0,unknown,no
8342,52,blue-collar,married,primary,no,126.0,no,no,unknown,23,may,1,4,-1,0,unknown,no
8343,52,management,married,secondary,no,173.0,no,no,unknown,23,may,0,5,-1,0,unknown,no
8344,52,admin.,divorced,secondary,no,-209.0,yes,yes,unknown,23,may,2,1,-1,0,unknown,no
8345,52,blue-collar,married,secondary,no,3622.0,yes,yes,unknown,23,may,0,7,-1,0,unknown,no
8346,52,admin.,divorced,secondary,no,0.0,yes,no,unknown,26,may,3,1,-1,0,unknown,no
8347,52,blue-collar,married,primary,no,241.0,yes,no,unknown,26,may,12,2,-1,0,unknown,no
8348,52,entrepreneur,divorced,secondary,no,-99.0,no,yes,unknown,26,may,1,3,-1,0,unknown,no
8349,52,blue-collar,divorced,secondary,no,306.0,yes,no,unknown,26,may,1,3,-1,0,unknown,no
8350,52,blue-collar,married,unknown,no,-4.0,no,no,unknown,26,may,5,3,-1,0,unknown,no
8351,52,blue-collar,married,primary,no,-63.0,yes,no,unknown,26,may,9,4,-1,0,unknown,no
8352,52,admin.,married,secondary,no,876.0,no,no,unknown,27,may,3,3,-1,0,unknown,no
8353,52,technician,divorced,secondary,no,388.0,yes,yes,unknown,27,may,2,1,-1,0,unknown,no
8354,52,services,married,primary,no,-585.0,yes,yes,unknown,27,may,3,2,-1,0,unknown,no
8355,52,technician,married,secondary,no,2001.0,yes,no,unknown,27,may,1,4,-1,0,unknown,no
8356,52,retired,divorced,secondary,no,246.0,yes,no,unknown,27,may,3,1,-1,0,unknown,no
8357,52,management,married,secondary,no,0.0,yes,yes,unknown,27,may,1,13,-1,0,unknown,no
8358,52,admin.,married,secondary,no,-732.0,yes,yes,unknown,28,may,1,2,-1,0,unknown,no
8359,52,admin.,single,secondary,no,1964.0,no,yes,unknown,28,may,5,1,-1,0,unknown,no
8360,52,blue-collar,married,secondary,no,310.0,yes,no,unknown,28,may,3,4,-1,0,unknown,no
8361,52,entrepreneur,married,primary,no,8298.0,yes,yes,unknown,28,may,2,18,-1,0,unknown,no
8362,52,blue-collar,married,primary,no,-211.0,yes,yes,unknown,28,may,2,2,-1,0,unknown,no
8363,52,services,divorced,primary,no,130.0,yes,no,unknown,29,may,1,2,-1,0,unknown,no
8365,52,services,married,secondary,no,2081.0,yes,no,unknown,29,may,2,1,-1,0,unknown,no
8366,52,self-employed,married,secondary,no,-488.0,yes,no,unknown,29,may,5,1,-1,0,unknown,no
8367,52,retired,married,secondary,no,1052.0,yes,no,unknown,29,may,0,1,-1,0,unknown,no
8368,52,management,married,tertiary,no,1177.0,yes,no,unknown,29,may,7,1,-1,0,unknown,no
8369,52,technician,married,secondary,no,22755.0,yes,no,unknown,29,may,1,2,-1,0,unknown,no
8370,52,technician,married,unknown,no,9687.0,yes,no,unknown,29,may,15,1,-1,0,unknown,no
8371,52,blue-collar,married,secondary,no,691.0,yes,no,unknown,29,may,2,1,-1,0,unknown,no
8372,52,management,single,tertiary,no,2076.0,yes,no,unknown,29,may,1,1,-1,0,unknown,no
8373,52,technician,married,secondary,no,963.0,yes,no,unknown,29,may,1,2,-1,0,unknown,no
8374,52,unemployed,married,secondary,no,32.0,yes,no,unknown,29,may,2,5,-1,0,unknown,no
8375,52,blue-collar,married,primary,no,17.0,yes,no,unknown,29,may,0,2,-1,0,unknown,no
8377,52,management,divorced,tertiary,no,2909.0,yes,no,unknown,30,may,1,1,-1,0,unknown,no
8378,52,technician,married,tertiary,no,1405.0,yes,yes,unknown,30,may,4,1,-1,0,unknown,no
8379,52,blue-collar,married,primary,no,2144.0,yes,no,unknown,30,may,1,1,-1,0,unknown,no
8380,52,admin.,married,primary,no,321.0,yes,no,unknown,30,may,2,4,-1,0,unknown,no
8381,52,admin.,married,primary,no,2255.0,yes,no,unknown,30,may,2,2,-1,0,unknown,no
8382,52,management,married,tertiary,no,1065.0,yes,yes,unknown,30,may,2,1,-1,0,unknown,no
8383,52,blue-collar,married,primary,no,2439.0,yes,no,unknown,30,may,3,3,-1,0,unknown,no
8384,52,blue-collar,single,unknown,no,905.0,yes,no,unknown,30,may,2,4,-1,0,unknown,no
8385,52,technician,divorced,secondary,no,137.0,yes,no,unknown,30,may,1,3,-1,0,unknown,no
8386,52,management,divorced,tertiary,no,12.0,yes,no,unknown,30,may,0,5,-1,0,unknown,no
8387,52,blue-collar,married,secondary,no,0.0,no,no,unknown,2,jun,2,1,-1,0,unknown,no
8388,52,management,married,secondary,no,218.0,yes,no,unknown,2,jun,8,12,-1,0,unknown,no
8389,52,admin.,married,secondary,no,101.0,yes,yes,unknown,2,jun,2,4,-1,0,unknown,no
8390,52,blue-collar,married,secondary,no,185.0,yes,no,unknown,2,jun,2,3,-1,0,unknown,no
8391,52,management,married,tertiary,no,19797.0,yes,no,unknown,2,jun,16,3,-1,0,unknown,no
8392,52,technician,married,secondary,no,930.0,yes,no,unknown,2,jun,1,16,-1,0,unknown,no
8393,52,blue-collar,divorced,primary,no,196.0,yes,yes,unknown,3,jun,1,1,-1,0,unknown,no
8395,52,admin.,married,secondary,no,70.0,yes,no,unknown,3,jun,1,2,-1,0,unknown,no
8396,52,unemployed,married,secondary,no,2251.0,yes,no,unknown,3,jun,0,9,-1,0,unknown,no
8397,52,admin.,divorced,secondary,no,2002.0,no,no,unknown,4,jun,1,4,-1,0,unknown,no
8399,52,blue-collar,single,secondary,no,510.0,yes,no,unknown,4,jun,5,1,-1,0,unknown,no
8400,52,management,married,secondary,no,4096.0,yes,no,unknown,4,jun,3,4,-1,0,unknown,no
8401,52,admin.,divorced,secondary,no,1049.0,no,yes,unknown,4,jun,1,6,-1,0,unknown,no
8402,52,admin.,married,secondary,no,531.0,no,no,unknown,5,jun,3,1,-1,0,unknown,no
8403,52,unknown,married,primary,no,8251.0,no,no,unknown,5,jun,6,1,-1,0,unknown,no
8404,52,housemaid,married,primary,no,1340.0,no,no,unknown,5,jun,2,1,-1,0,unknown,no
8406,52,management,married,primary,no,0.0,no,no,unknown,5,jun,1,3,-1,0,unknown,no
8407,52,management,married,tertiary,no,1111.0,no,no,unknown,5,jun,0,1,-1,0,unknown,no
8408,52,services,married,secondary,no,91.0,yes,no,unknown,5,jun,2,4,-1,0,unknown,no
8411,52,management,married,secondary,no,3258.0,no,no,unknown,5,jun,3,3,-1,0,unknown,no
8412,52,housemaid,married,primary,no,1837.0,no,no,unknown,6,jun,1,1,-1,0,unknown,no
8414,52,blue-collar,married,primary,no,4793.0,yes,no,unknown,6,jun,2,2,-1,0,unknown,no
8415,52,self-employed,married,tertiary,no,1088.0,yes,no,unknown,6,jun,3,2,-1,0,unknown,no
8416,52,retired,married,secondary,no,1956.0,no,no,unknown,6,jun,6,2,-1,0,unknown,no
8417,52,retired,married,unknown,no,3303.0,no,no,unknown,6,jun,0,1,-1,0,unknown,no
8418,52,services,married,secondary,no,1386.0,no,no,unknown,6,jun,1,1,-1,0,unknown,no
8419,52,technician,married,secondary,no,-38.0,no,no,unknown,6,jun,10,1,-1,0,unknown,no
8420,52,management,divorced,tertiary,no,590.0,no,no,unknown,6,jun,5,5,-1,0,unknown,no
8421,52,housemaid,single,tertiary,no,0.0,no,no,unknown,6,jun,7,2,-1,0,unknown,no
8422,52,housemaid,married,primary,no,0.0,no,no,unknown,6,jun,3,3,-1,0,unknown,no
8423,52,unknown,married,primary,no,547.0,no,no,unknown,6,jun,0,2,-1,0,unknown,no
8424,52,housemaid,divorced,primary,no,3899.0,no,no,unknown,9,jun,0,1,-1,0,unknown,no
8425,52,housemaid,married,secondary,no,3034.0,no,no,unknown,9,jun,3,2,-1,0,unknown,no
8426,52,management,divorced,secondary,no,944.0,no,yes,unknown,9,jun,1,1,-1,0,unknown,no
8427,52,admin.,married,secondary,no,1004.0,yes,no,unknown,9,jun,2,1,-1,0,unknown,no
8429,52,retired,married,primary,no,537.0,no,no,unknown,9,jun,1,1,-1,0,unknown,no
8430,52,housemaid,married,primary,no,5137.0,no,no,unknown,9,jun,3,1,-1,0,unknown,no
8433,52,blue-collar,married,secondary,no,-519.0,yes,no,unknown,9,jun,7,8,-1,0,unknown,yes
8434,52,entrepreneur,married,tertiary,no,1115.0,yes,no,unknown,9,jun,2,2,-1,0,unknown,no
8435,52,management,married,primary,no,48.0,no,no,unknown,9,jun,2,2,-1,0,unknown,no
8436,52,retired,married,unknown,no,293.0,no,no,unknown,11,jun,11,1,-1,0,unknown,yes
8437,52,blue-collar,married,primary,no,1884.0,no,no,unknown,11,jun,1,4,-1,0,unknown,no
8438,52,housemaid,married,primary,no,3283.0,no,no,unknown,11,jun,9,1,-1,0,unknown,no
8439,52,admin.,married,secondary,no,4233.0,no,no,unknown,11,jun,2,2,-1,0,unknown,no
8440,52,unemployed,married,unknown,no,83.0,yes,no,unknown,11,jun,0,29,-1,0,unknown,no
8443,52,management,married,tertiary,no,261.0,yes,no,unknown,12,jun,7,2,-1,0,unknown,no
8445,52,entrepreneur,divorced,tertiary,no,199.0,yes,yes,unknown,12,jun,4,2,-1,0,unknown,no
8446,52,housemaid,married,primary,no,310.0,no,yes,unknown,12,jun,1,4,-1,0,unknown,no
8447,52,services,married,secondary,no,-336.0,no,yes,unknown,12,jun,1,8,-1,0,unknown,no
8448,52,retired,divorced,tertiary,no,3687.0,yes,yes,unknown,16,jun,12,4,-1,0,unknown,yes
8449,52,unemployed,married,secondary,no,0.0,no,no,unknown,16,jun,0,7,-1,0,unknown,no
8450,52,management,married,primary,no,740.0,no,no,unknown,16,jun,3,1,-1,0,unknown,no
8451,52,technician,divorced,tertiary,no,728.0,no,no,unknown,16,jun,10,1,-1,0,unknown,no
8452,52,blue-collar,divorced,primary,no,1250.0,no,no,unknown,16,jun,5,1,-1,0,unknown,no
8453,52,blue-collar,married,secondary,no,167.0,no,no,unknown,16,jun,2,1,-1,0,unknown,no
8454,52,technician,married,unknown,no,562.0,no,no,unknown,17,jun,3,1,-1,0,unknown,no
8455,52,entrepreneur,married,primary,no,2138.0,no,no,unknown,17,jun,2,1,-1,0,unknown,no
8456,52,services,married,secondary,no,517.0,yes,no,unknown,17,jun,3,1,-1,0,unknown,no
8457,52,housemaid,divorced,secondary,no,334.0,yes,no,unknown,17,jun,7,9,-1,0,unknown,no
8458,52,services,married,tertiary,no,2801.0,yes,yes,unknown,17,jun,5,2,-1,0,unknown,no
8459,52,technician,married,secondary,no,1490.0,no,yes,unknown,17,jun,7,4,-1,0,unknown,no
8460,52,technician,married,secondary,no,851.0,no,no,unknown,17,jun,1,2,-1,0,unknown,no
8461,52,management,married,tertiary,no,502.0,no,no,unknown,17,jun,10,3,-1,0,unknown,no
8462,52,management,married,tertiary,no,7388.0,no,yes,unknown,17,jun,4,2,-1,0,unknown,no
8463,52,retired,married,secondary,no,424.0,no,no,unknown,18,jun,1,3,-1,0,unknown,no
8464,52,blue-collar,married,secondary,no,262.0,no,no,unknown,18,jun,17,4,-1,0,unknown,no
8465,52,retired,married,primary,no,9.0,no,no,unknown,18,jun,4,1,-1,0,unknown,no
8466,52,management,married,tertiary,no,1147.0,no,no,unknown,18,jun,0,1,-1,0,unknown,no
8467,52,technician,married,secondary,no,0.0,yes,no,unknown,18,jun,10,12,-1,0,unknown,no
8468,52,admin.,married,secondary,no,0.0,no,no,unknown,18,jun,2,1,-1,0,unknown,no
8469,52,unemployed,divorced,tertiary,no,0.0,no,no,unknown,19,jun,4,1,-1,0,unknown,no
8470,52,entrepreneur,divorced,secondary,no,302.0,no,no,unknown,19,jun,2,2,-1,0,unknown,no
8471,52,unemployed,married,primary,no,425.0,no,no,unknown,19,jun,2,1,-1,0,unknown,no
8472,52,management,married,tertiary,no,3737.0,yes,no,unknown,19,jun,9,4,-1,0,unknown,no
8473,52,blue-collar,married,primary,no,1409.0,yes,no,unknown,19,jun,3,1,-1,0,unknown,no
8474,52,blue-collar,divorced,primary,no,2800.0,no,no,unknown,19,jun,2,1,-1,0,unknown,no
8476,52,admin.,married,secondary,no,422.0,no,no,unknown,19,jun,9,1,-1,0,unknown,no
8477,52,retired,married,secondary,no,1282.0,no,no,unknown,19,jun,2,5,-1,0,unknown,no
8479,52,retired,divorced,tertiary,no,-309.0,yes,no,unknown,19,jun,8,2,-1,0,unknown,yes
8480,52,blue-collar,married,secondary,no,5614.0,yes,no,unknown,20,jun,2,3,-1,0,unknown,no
8481,52,blue-collar,married,primary,no,1624.0,no,no,unknown,20,jun,1,3,-1,0,unknown,no
8482,52,housemaid,divorced,primary,no,1697.0,no,no,unknown,20,jun,2,1,-1,0,unknown,no
8483,52,retired,married,tertiary,no,2269.0,no,no,unknown,20,jun,20,1,-1,0,unknown,yes
8484,52,management,married,tertiary,no,1545.0,no,no,unknown,20,jun,1,4,-1,0,unknown,no
8485,52,management,married,tertiary,no,0.0,no,no,unknown,20,jun,2,1,-1,0,unknown,no
8486,52,blue-collar,married,secondary,no,1500.0,no,yes,unknown,20,jun,1,3,-1,0,unknown,no
8487,52,self-employed,married,primary,no,-107.0,yes,yes,unknown,20,jun,2,2,-1,0,unknown,no
8488,52,technician,married,secondary,no,2206.0,yes,no,unknown,20,jun,0,18,-1,0,unknown,no
8489,52,services,married,primary,no,911.0,no,no,unknown,20,jun,0,2,-1,0,unknown,no
8490,52,blue-collar,married,primary,no,649.0,yes,yes,unknown,20,jun,0,20,-1,0,unknown,no
8491,52,admin.,married,primary,no,64.0,no,no,unknown,20,jun,0,5,-1,0,unknown,no
8492,52,retired,divorced,secondary,no,280.0,no,no,unknown,20,jun,0,12,-1,0,unknown,no
8493,52,management,divorced,tertiary,no,-297.0,yes,no,unknown,20,jun,0,21,-1,0,unknown,no
8494,52,entrepreneur,single,unknown,no,0.0,no,no,unknown,20,jun,0,2,-1,0,unknown,no
8495,52,blue-collar,single,primary,no,3421.0,no,no,unknown,20,jun,3,8,-1,0,unknown,no
8496,52,services,divorced,secondary,no,765.0,yes,no,unknown,20,jun,0,3,-1,0,unknown,no
8497,52,blue-collar,married,secondary,no,1860.0,no,no,unknown,20,jun,8,3,-1,0,unknown,no
8498,52,self-employed,married,primary,no,1750.0,no,yes,unknown,20,jun,0,5,-1,0,unknown,no
8499,52,technician,married,secondary,no,945.0,no,no,unknown,20,jun,0,8,-1,0,unknown,no
8500,52,blue-collar,married,secondary,no,2276.0,no,no,unknown,20,jun,1,3,-1,0,unknown,no
8501,52,technician,divorced,secondary,no,2816.0,no,no,unknown,20,jun,8,3,-1,0,unknown,no
8502,52,services,married,secondary,no,-1.0,no,yes,unknown,26,jun,2,3,-1,0,unknown,no
8503,52,admin.,married,secondary,no,192.0,no,yes,unknown,26,jun,1,1,-1,0,unknown,no
8504,52,blue-collar,single,secondary,no,2430.0,yes,yes,unknown,27,jun,3,3,-1,0,unknown,no
